url,bbox
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=neshaminywatershedplan.xml', '', '', '', '', '', ","-75.883468,39.800100,-74.751653,40.962379"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=netstreams1998.xml', '', '', '', '', '', ","-80.526526,39.701383,-74.690402,42.267753"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_42_20220209.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2015.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2015.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2015.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2015.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2015.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2015.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2015.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2015.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2015.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2016.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2016.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2016.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2016.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2016.xml', '', '', '', '', '', ","-181,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2017.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2017.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2017.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2017.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NFHL_Pennsylvania2017.xml', '', '', '', '', '', ","-172,-15,147,72"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_erie_pa200904.xml', '', '', '', '', '', ","-80.5579643549506,41.3120452126964,-80.5399495318225,41.3256266283317"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_erie_pa200904_TileIndex.xml', '', '', '', '', '', ","-80.5579643549506,41.3120452126964,-80.5399495318225,41.3256266283317"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_Mercer_pa2005.xml', '', '', '', '', '', ","-80.55,41.06,-79.99,41.50"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_Mercer_pa2005_TileIndex.xml', '', '', '', '', '', ","-80.55,41.06,-79.99,41.50"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_new_castle_pa200910.xml', '', '', '', '', '', ","-80.5433291978184,40.8390622459532,-80.5254410185039,40.8526463382788"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_new_castle_pa200910_TileIndex.xml', '', '', '', '', '', ","-80.5433291978184,40.8390622459532,-80.5254410185039,40.8526463382788"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_pittsburgh_pa200904.xml', '', '', '', '', '', ","-80.5860567921284,39.6770241475074,-80.5684825762733,39.6906028958002"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_pittsburgh_pa200904_TileIndex.xml', '', '', '', '', '', ","-80.5860567921284,39.6770241475074,-80.5684825762733,39.6906028958002"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_USGS_Harrisburg2011.xml', '', '', '', '', '', ","-76.891690637517,40.1894519103899,-76.8737032148747,40.2032453973689"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_USGS_Harrisburg2011_TileIndex.xml', '', '', '', '', '', ","-76.891690637517,40.1894519103899,-76.8737032148747,40.2032453973689"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_USGS_Pittsburgh2012.xml', '', '', '', '', '', ","-80.1225548556907,40.3636087827669,-80.1047113967088,40.3772564067433"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_USGS_Pittsburgh2012_TileIndex.xml', '', '', '', '', '', ","-80.1225548556907,40.3636087827669,-80.1047113967088,40.3772564067433"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_USGS_ScrantonWilkesBarre2012.xml', '', '', '', '', '', ","-75.7227707588481,41.2971844194145,-75.7047066623471,41.310806106399"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NGA_USGS_ScrantonWilkesBarre2012_TileIndex.xml', '', '', '', '', '', ","-75.7227707588481,41.2971844194145,-75.7047066623471,41.310806106399"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHD_HR_Stream_Order_PA.xml', '', '', '', '', '', ","-80.625343,39.680774,-74.628333,42.284797"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0204Delaware_flowline.xml', '', '', '', '', '', ","-73.99,38.65,-76.47,42.53"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0204Delaware_waterbody.xml', '', '', '', '', '', ","-73.99,38.65,-76.47,42.53"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0205Susquehanna_flowline.xml', '', '', '', '', '', ","-79.02,39.68,-74.47,43.05"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0205Susquehanna_waterbody.xml', '', '', '', '', '', ","-79.02,39.68,-74.47,43.05"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0206_UprChesapeake_flowline.xml', '', '', '', '', '', ","-75.03,37.81,-77.23,39.91"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0206_UprChesapeake_waterbody.xml', '', '', '', '', '', ","-75.03,37.81,-77.23,39.91"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0207_Potomac_flowline.xml', '', '', '', '', '', ","-79.75,37.78,-76.14,40.28"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0207_Potomac_waterbody.xml', '', '', '', '', '', ","-79.75,37.78,-76.14,40.28"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0412Erie_flowline.xml', '', '', '', '', '', ","-80.83,41.63,-78.08,43.35"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0412Erie_waterbody.xml', '', '', '', '', '', ","-80.83,41.63,-78.08,43.35"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0413SWLakeOntario_flowline.xml', '', '', '', '', '', ","-81.39,34.83,-85.32,37.31"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0413SWLakeOntario_waterbody.xml', '', '', '', '', '', ","-81.39,34.83,-85.32,37.31"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0501Allegheny_flowline.xml', '', '', '', '', '', ","-80.47,39.84,-77.80,42.51"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0501Allegheny_waterbody.xml', '', '', '', '', '', ","-80.47,39.84,-77.80,42.51"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0502Monongahela_flowline.xml', '', '', '', '', '', ","-78.88,38.37,-80.67,40.52"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0502Monongahela_waterbody.xml', '', '', '', '', '', ","-78.88,38.37,-80.67,40.52"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0503UprOhio_flowline.xml', '', '', '', '', '', ","-82.87,38.56,-79.76,41.85"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NHDH0503UprOhio_waterbody.xml', '', '', '', '', '', ","-82.87,38.56,-79.76,41.85"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nhicentrecounty1991.xml', '', '', '', '', '', ","-78.0730,40.5230,-78.0000,41.0000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nj02nass.xml', '', '', '', '', '', ","-75.574565,38.923418,-73.887906,41.357963"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nj_mun_polygon.xml', '', '', '', '', '', ","-75.559751,38.928728,-73.893681,41.357399"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nj_wshed_polygon.xml', '', '', '', '', '', ","-75.574338,38.929303,-74.361030,41.357669"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd2001.xml', '', '', '', '', '', ","-83.711547,37.813788,-71.979843,44.189996"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd_2011_impervious_2011_edition_2014_10_10.xml', '', '', '', '', '', ","-130.232828,21.742308,-63.672192,52.877264"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd_2011_landcover_2011_edition_2014_10_10.xml', '', '', '', '', '', ","-130.232828,21.742308,-63.672192,52.877264"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd_2011_USFS_tree_canopy_2011_edition_2014_03_31.xml', '', '', '', '', '', ","-130.232828,21.742308,-63.672192,52.877264"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLCD_2016_Land_Cover_L48.xml', '', '', '', '', '', ","-130.2328,21.7423,-63.6722,52.8510"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLCD_Land_Cover_Change_Index_L48.xml', '', '', '', '', '', ","-130.2328,21.7423,-63.6722,52.8510"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd_pa_alb_grid.xml', '', '', '', '', '', ","-80.438,38.912,-75.083,42.722"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd_pa_tiff_alb.xml', '', '', '', '', '', ","-80.438,38.912,-75.083,42.722"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd_pa_tiff_dd.xml', '', '', '', '', '', ","-80.438,38.912,-75.083,42.722"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd_pa_tiff_dd.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd_pa_tiff_dd.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd_pa_tiff_dd.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd_pa_tiff_dd.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd_pa_tiff_dd.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=nlcd_pa_tiff_dd.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ","-78.356474,39.197635,-74.540675,41.491614"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Floodplains.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_metadata04012007.xml', '', '', '', '', '', ","-76.365191,39.983028,-75.107857,40.862723"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_metadata04012007.xml', '', '', '', '', '', ","-76.365191,39.983028,-75.107857,40.862723"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_metadata04012007.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_metadata04012007.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Public_Preserves2015.xml', '', '', '', '', '', ","-75.945981,39.210303,-75.019230,41.185095"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Public_Preserves2015.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Public_Preserves2015.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Slopes.xml', '', '', '', '', '', ","-78.356474,39.197635,-74.540675,41.491614"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Slopes.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NLT_Slopes.xml', '', '', '', '', '', ",would not open
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=northernlancastergroundwaterstudy.xml', '', '', '', '', '', ","-76.312562,40.148497,-76.098432,40.252479"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NREL_Biomass2009.xml', '', '', '', '', '', ","-178.227822,18.910787,-66.950005,71.390482"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NREL_MidAtlWindPotential.xml', '', '', '', '', '', ","-84.330831,33.742835,-73.855804,42.358046"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NREL_USSolarPotential.xml', '', '', '', '', '', ","-125.100000,24.000000,-66.100000,50.100000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NWI_DE.xml', '', '', '', '', '', ","-77.382491,34.597322,-71.681821,41.885324"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NWI_MD.xml', '', '', '', '', '', ","-80.391245,34.597322,-71.681821,42.368286"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NWI_NJ.xml', '', '', '', '', '', ","-127.982503,22.725718,-65.272195,51.611788"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NWI_NY.xml', '', '', '', '', '', ","-127.982503,22.725718,-65.272195,51.611788"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NWI_PA.xml', '', '', '', '', '', ","-83.808525,38.682054,-73.784307,43.705825"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NWI_VA.xml', '', '', '', '', '', ","-127.982503,22.725718,-65.272195,51.611788"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NWI_WV.xml', '', '', '', '', '', ","-83.255337,35.874896,-77.201488,41.246511"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NWPAGlacialDeposits2018.xml', '', '', '', '', '', ","-80.529940,40.703260,-79.035010,42.275313"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ny02nass.xml', '', '', '', '', '', ","-79.996683,40.405042,-71.650003,45.022995"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=NY_BND_offshore.xml', '', '', '', '', '', ","-79.762005,40.476653,-71.789553,45.015836"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ny_mun_polygon.xml', '', '', '', '', '', ","-75.784941,41.315604,-74.230560,42.549144"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ny_wshed_polygon.xml', '', '', '', '', '', ","-75.576274,41.336663,-74.352666,42.463149"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=OilGasLocations2022_11.xml', '', '', '', '', '', ","-80.518723,39.716974,-74.924247,42.267409"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=OilGasLocations_ConventionalUnconventional2022_11.xml', '', '', '', '', '', ","-80.518723,39.716973,-74.924247,42.267408"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=OilGasWaterPollutionControlFacilities2022_10.xml', '', '', '', '', '', ","-80.442064,39.723356,-77.208122,41.998775"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_AtGradeIntersections2022_07.xml', '', '', '', '', '', ","-80.626225,39.681865,-74.650712,42.285202"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_Buildings.xml', '', '', '', '', '', ","-80.516879,39.720410,-74.955805,41.837399"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CancerRates2013_2017.xml', '', '', '', '', '', ","-80.519350,39.719860,-74.689580,42.269480"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_CDL_30m_USDA-NASS.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=PA_Centerlines.xml', '', '', '', '', '', ","-80.516879,39.720410,-74.955805,41.837399"
