url,bbox
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=BucksCountyRoadCenterline202207.xml', '', '', '', '', '', ","-75.483248,40.053466,-74.757381,40.608525"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=BucksCountySchoolDistricts202001.xml', '', '', '', '', '', ","-75.484100,40.048719,-74.721510,40.608531"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=BucksCountySchools202207.xml', '', '', '', '', '', ","-75.484100,40.048719,-74.721510,40.608531"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=BucksCountyStateAssemblyDistricts202001.xml', '', '', '', '', '', ","-75.484059,40.048603,-74.721521,40.608588"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=BucksCountyStateSenateDistricts202001.xml', '', '', '', '', '', ","-75.483703,40.049003,-74.721047,40.608567"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=BucksCountyTrails202001.xml', '', '', '', '', '', ","-75.437513,40.064947,-74.776722,40.608087"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=BucksCountyVotingPrecincts202207.xml', '', '', '', '', '', ","-75.484059,40.048603,-74.721521,40.608588"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=BucksCountyWatersheds202207.xml', '', '', '', '', '', ","-75.484100,40.048719,-74.721510,40.608531"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ButlerCounty_AddressPoints202204.xml', '', '', '', '', '', ","-80.174514,40.659865,-79.668119,41.179624"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ButlerCounty_Municipality202204.xml', '', '', '', '', '', ","-80.174514,40.659865,-79.668119,41.179624"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ButlerCounty_Parcels202204.xml', '', '', '', '', '', ","-80.174514,40.659865,-79.668119,41.179624"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ButlerCounty_RoadCenterlines202204.xml', '', '', '', '', '', ","-80.174514,40.659865,-79.668119,41.179624"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Aquatic_Fish_Habitat.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Aquatic_Floodplains.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Aquatic_ForestedWaterQuality.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Aquatic_Headwaters.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Aquatic_Herp_Habitat.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Aquatic_Hydric_Soils.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Aquatic_Impervious_Change.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Aquatic_Impervious_Cover.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Aquatic_Resources_Combined.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Aquatic_RiparianBufferQuality.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Aquatic_Water_Quality.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Aquatic_Wetlands_NWI.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Terrestrial_Bird_Habitat.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Terrestrial_Grasslands.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Terrestrial_Herp_Habitat.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Terrestrial_ImportantBirdAreas.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Terrestrial_ImportantMammalAreas.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Terrestrial_Interior_Forest.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Terrestrial_Mammal_Habitat.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Terrestrial_Natural_Vegetation.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Terrestrial_Resources_Combined.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Terrestrial_Slopes.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CAF_Terrestrial_Transitional_Vegetation.xml', '', '', '', '', '', ","-80.738558,39.548312,-74.569949,42.412572"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=canopy11_westernpa_ohio_3k_022007.xml', '', '', '', '', '', ","-89.796277,35.477648,-82.950441,39.653858"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=canopy13_pa_northeast_3k_022007.xml', '', '', '', '', '', ","-78.124012,35.784660,-73.849718,40.816510"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=canopy14_southeast_3k_022007.xml', '', '', '', '', '', ","-86.921339,31.964835,-80.350254,36.015357"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=capemay_lewes_ferry.xml', '', '', '', '', '', ","-75.120579,38.781788,-74.963609,38.967155"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CaptiveHazardousWasteOperations2022_10.xml', '', '', '', '', '', ","-80.589104,39.671659,-74.668548,42.166209"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CarbonCounty_Centerlines202011.xml', '', '', '', '', '', ","-75.998943,40.739287,-75.471855,41.120972"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CarbonCounty_MunicipalBoundaries202011.xml', '', '', '', '', '', ","-76.002081,40.730219,-75.463149,41.139384"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CarbonCounty_Railroads202011.xml', '', '', '', '', '', ","-76.161541,40.591892,-75.058493,41.091535"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CarbonCounty_SchoolDistricts202011.xml', '', '', '', '', '', ","-76.002085,40.730064,-75.463149,41.139384"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CarbonCounty_Soils202011.xml', '', '', '', '', '', ","-76.002642,40.730153,-75.463467,41.139294"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CarbonCounty_WaterBodies202011.xml', '', '', '', '', '', ","-76.000592,40.740061,-75.474321,41.128720"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CarbonCounty_Watercourses202011.xml', '', '', '', '', '', ","-75.993146,40.736789,-75.470478,41.139350"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CarbonCounty_ZipCodes202011.xml', '', '', '', '', '', ","-76.128590,40.675434,-75.378852,41.210007"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CarbonCounty_ZoningOverall202011.xml', '', '', '', '', '', ","-76.002080,40.730266,-75.463149,41.139384"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=cb_2015_42_tract_500k.xml', '', '', '', '', '', ","-80.519891,39.7198,-74.689516,42.26986"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CBWLCD_1984.xml', '', '', '', '', '', ","-81.146651,36.180919,-73.299775,44.591052"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CBWLCD_1992.xml', '', '', '', '', '', ","-81.146651,36.180919,-73.299775,44.591052"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CBWLCD_2001.xml', '', '', '', '', '', ","-81.146651,36.180919,-73.245998,44.752096"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CBWLCD_2006.xml', '', '', '', '', '', ","-81.146651,36.180919,-73.245998,44.752096"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=cd108_polygon.xml', '', '', '', '', '', ","-80.989450,38.325955,-71.566326,45.022861"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CentreCountyParcels202003.xml', '', '', '', '', '', ","-77.600775,41.062069,-76.441400,41.599528"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=chesapeakebaybasinmajorwatersheds.xml', '', '', '', '', '', ","-80.530571,36.664398,-74.595909,42.974747"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=chesapeakebayculturalassets.xml', '', '', '', '', '', ","36.551227,-74.577117,43.003232,-81.009731"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=chesapeakebayforesteconomics.xml', '', '', '', '', '', ","36.551227,-74.577117,43.003232,-81.009731"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=chesapeakebaylandscapeecological.xml', '', '', '', '', '', ","36.551227,-74.577117,43.003232,-81.009731"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=chesapeakebaylanduselandcover2000.xml', '', '', '', '', '', ","-81.00,+36.55,-74.08,+43.60"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=chesapeakebayprimefarmland.xml', '', '', '', '', '', ","36.551227,-74.577117,43.003232,-81.009731"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=chesapeakebayregionstateboundaries.xml', '', '', '', '', '', ","-83.675180,36.541160,-73.238400,45.006150"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesBayBiofuelFeedstocks_HUC6.xml', '', '', '', '', '', ","-80.767272,36.632310,-74.554929,43.015255"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_AddressPoints202006.xml', '', '', '', '', '', ","-76.136541,39.720418,-75.361015,40.244743"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_Airports201107.xml', '', '', '', '', '', ","-75.868222,39.826405,-75.582159,39.992865"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_Bridgepoints201306.xml', '', '', '', '', '', ","-76.096577,39.713436,-75.397644,40.249612"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_BuildingFootprints2015.xml', '', '', '', '', '', ","-76.136541,39.720418,-75.361015,40.244743"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_Cemeteries201306.xml', '', '', '', '', '', ","-76.065993,39.710863,-75.384165,40.243598"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_CountyBoundary201107.xml', '', '', '', '', '', ","-76.136732,39.707848,-75.354884,40.252489"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_ElectionPollingPlaces202006.xml', '', '', '', '', '', ","-76.136541,39.720418,-75.361015,40.244743"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_Highereducationsfacilities201306.xml', '', '', '', '', '', ","-75.924806,39.800334,-75.520091,40.124755"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_MuniBoundaries202006.xml', '', '', '', '', '', ","-76.136732,39.707848,-75.354884,40.252489"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_Railroads201306.xml', '', '', '', '', '', ","-76.029054,39.709844,-75.380065,40.254996"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_RoadCenterlines202006.xml', '', '', '', '', '', ","-76.136541,39.720418,-75.361015,40.244743"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_Schooldistrictboundaries201306.xml', '', '', '', '', '', ","-76.136732,39.707848,-75.354884,40.252489"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_Schools201306.xml', '', '', '', '', '', ","-76.003115,39.749591,-75.385573,40.237301"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCounty_ZipCodes2017.xml', '', '', '', '', '', ","-76.136541,39.720418,-75.361015,40.244743"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=chestercountyhydricsoils.xml', '', '', '', '', '', ","-76.1367,39.7078,-75.3549,40.2525"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChesterCountyParcels202006.xml', '', '', '', '', '', ","-76.136541,39.720418,-75.361015,40.244743"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=chestercountyprimeag.xml', '', '', '', '', '', ","-76.137,39.7078,-75.3549,40.2525"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=chestercountywetandsline.xml', '', '', '', '', '', ","-76.1367,39.7078,-75.3549,40.2525"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=chestercountywetlandspolygon.xml', '', '', '', '', '', ","-76.1367,39.7078,-75.3549,40.2525"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChoptankRiverHeritage_Access201101.xml', '', '', '', '', '', ","-76.336700,38.569077,-75.763100,39.067800"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChoptankRiverHeritage_Environmental201101.xml', '', '', '', '', '', ","-76.141000,38.605000,-75.831000,38.966000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChoptankRiverHeritage_HistoricSites201101.xml', '', '', '', '', '', ","-76.339000,38.562000,-75.786600,39.034600"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChoptankRiverHeritage_NRHP201101.xml', '', '', '', '', '', ","-76.367496,38.256257,-75.774061,39.369260"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ChoptankRiverHeritage_Watershed.xml', '', '', '', '', '', ","-76.339992,38.551851,-75.634539,39.150108"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ClassA_Streams202208.xml', '', '', '', '', '', ","-80.240290,39.723050,-74.786420,41.999340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ClassA_Streams202208_pt.xml', '', '', '', '', '', ","-80.240290,39.723050,-74.786420,41.999340"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=cneat_bndry_nodocks.xml', '', '', '', '', '', ","-80.320427,41.603177,-80.290922,41.642041"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CoalMiningOperations2022_10.xml', '', '', '', '', '', ","-80.582294,39.696021,-75.404965,41.999805"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CoalPillarLocationMining2022_10.xml', '', '', '', '', '', ","-80.586626,39.699750,-78.554382,41.664169"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CoalPillarLocationOilandGas2022_10.xml', '', '', '', '', '', ","-80.577978,39.691592,-78.021154,41.665569"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=coastal_zone.xml', '', '', '', '', '', ","-80.519500,39.802180,-74.770180,42.273540"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=cobbs_mill_tacony_frankfordcreek_landcover2002.xml', '', '', '', '', '', ","-75.360110,39.709530,-74.874411,40.131134"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=coho_bioblitzzones.xml', '', '', '', '', '', ","-80.403909,42.003993,-80.370036,42.024289"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CommercialHazardousWasteOperations2022_10.xml', '', '', '', '', '', ","-80.518361,39.895823,-74.697963,42.119301"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ConservationEasements202211.xml', '', '', '', '', '', ",",,,"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ConservationWells2022_10.xml', '', '', '', '', '', ","-180.000000,-0.676824,180.000000,90.000000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=ConservationWells_Plugged2022_10.xml', '', '', '', '', '', ","-180.000000,-0.645969,180.000000,90.000000"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CooperativeNurseries202002.xml', '', '', '', '', '', ","-80.359689,39.726390,-75.054410,42.196480"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=core1992.xml', '', '', '', '', '', ","-81.484531,38.721414,-73.788432,43.223655"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=core2001.xml', '', '', '', '', '', ","-81.484531,38.721414,-73.788432,43.223655"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=core2005.xml', '', '', '', '', '', ","-80.756286,39.485386,-74.404761,42.476862"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=core2011.xml', '', '', '', '', '', ","-81.290834,39.201601,-73.883207,42.784023"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=countyseat.xml', '', '', '', '', '', ","-76.472719,38.682406,-73.930438,42.680951"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_AddressPoints201808.xml', '', '', '', '', '', ","-80.533743,41.472192,-79.599298,41.865608"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_Airports201805.xml', '', '', '', '', '', ","-80.441806,41.585906,-79.674341,41.834262"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_ALS_Zones201808.xml', '', '', '', '', '', ","-80.533743,41.472192,-79.599298,41.865608"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_BLS_Coverage201808.xml', '', '', '', '', '', ","-80.534605,41.471638,-79.594905,41.867843"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_Campgrounds201805.xml', '', '', '', '', '', ","-80.522853,41.508446,-79.955075,41.799916"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_Cemeteries201805.xml', '', '', '', '', '', ","-80.529375,41.475966,-79.602354,41.859612"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_FireDeptCoverage201808.xml', '', '', '', '', '', ","-80.534605,41.471638,-79.594905,41.867843"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_ID_pt201805.xml', '', '', '', '', '', ","-80.533049,41.475390,-79.608414,41.867890"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_Lakes201805.xml', '', '', '', '', '', ","-80.551955,41.472377,-79.603436,41.866568"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_Landmarks202006.xml', '', '', '', '', '', ","-80.527598,41.477004,-79.633518,41.844617"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_MunicipalElectionDistricts201805.xml', '', '', '', '', '', ","-80.534399,41.471671,-79.601778,41.867721"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_PAHouseDistricts201805.xml', '', '', '', '', '', ","-80.534607,41.471609,-79.601438,41.867732"
"https://www.pasda.psu.edu/uci/FullMetadataDisplay.aspx?file=CrawfordCounty_Parcels202006.xml', '', '', '', '', '', ","-80.534672,41.471647,-79.601629,41.869299"
