ID,document[b1g_dateRetired_s],document[b1g_status_s],document[publication_state]
322ee79b35f748869974ec661bd04bbc_88,2022-01-03,['Inactive'],['unpublished']
322ee79b35f748869974ec661bd04bbc_108,2022-01-03,['Inactive'],['unpublished']
322ee79b35f748869974ec661bd04bbc_23,2022-01-03,['Inactive'],['unpublished']
322ee79b35f748869974ec661bd04bbc_44,2022-01-03,['Inactive'],['unpublished']
322ee79b35f748869974ec661bd04bbc_83,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_49,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_106,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_129,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_186,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_187,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_197,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_171,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_75,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_158,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_174,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_175,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_184,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_192,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_53,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_118,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_136,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_142,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_159,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_163,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_164,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_170,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_180,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_181,2022-01-03,['Inactive'],['unpublished']
322ee79b35f748869974ec661bd04bbc_123,2022-01-03,['Inactive'],['unpublished']
322ee79b35f748869974ec661bd04bbc_63,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_160,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_165,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_168,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_188,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_189,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_194,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_166,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_167,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_178,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_182,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_29,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_34,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_43,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_51,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_58,2022-01-03,['Inactive'],['unpublished']
322ee79b35f748869974ec661bd04bbc_101,2022-01-03,['Inactive'],['unpublished']
322ee79b35f748869974ec661bd04bbc_11,2022-01-03,['Inactive'],['unpublished']
322ee79b35f748869974ec661bd04bbc_121,2022-01-03,['Inactive'],['unpublished']
322ee79b35f748869974ec661bd04bbc_128,2022-01-03,['Inactive'],['unpublished']
322ee79b35f748869974ec661bd04bbc_8,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_36,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_64,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_84,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_161,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_162,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_190,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_195,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_8,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_147,2022-01-03,['Inactive'],['unpublished']
64bde546dab34e84bfa5757ae17f08d3_173,2022-01-03,['Inactive'],['unpublished']
3fbe736841014d899856d128276f7fbf_0,2022-01-03,['Inactive'],['unpublished']
8352a5af1f854f0ab6138e2c6d26b2f3_1,2022-01-03,['Inactive'],['unpublished']
8352a5af1f854f0ab6138e2c6d26b2f3_1,2022-01-03,['Inactive'],['unpublished']
c09ae83b0890494082a57101b8186b96_12,2022-01-03,['Inactive'],['unpublished']
6071dd8938c64e7b9ed7c019d16e215a_10,2022-01-03,['Inactive'],['unpublished']
257057da90ca47418b900181a969efb7_8,2022-01-03,['Inactive'],['unpublished']
4bee232f8c6d4a7ab59e67d736021c0e_1,2022-01-03,['Inactive'],['unpublished']
5d96b835df7b482a964aa7f7c956714c_8,2022-01-03,['Inactive'],['unpublished']
7d0f0bb0d9004549a4db879a455df113_0,2022-01-03,['Inactive'],['unpublished']
19126c8b4dcb4d159c3ce230783da4fb_18,2022-01-03,['Inactive'],['unpublished']
5e57cffc4ccb4c2aa6f0d005c3d8e701_0,2022-01-03,['Inactive'],['unpublished']
9f235fe8513d4cabbfb7de329af91e83_3,2022-01-03,['Inactive'],['unpublished']
f37c6e470a5942f6a06fa8971327e5dc_0,2022-01-03,['Inactive'],['unpublished']
70c0337099bc46adaa512a2e64551011_0,2022-01-03,['Inactive'],['unpublished']
103e33d5e3be47648370aec52627615a_0,2022-01-03,['Inactive'],['unpublished']
4d499b5d1c664372a1c0c66a3752bb3a_0,2022-01-03,['Inactive'],['unpublished']
fdccf89b12c346b4a6610c7b5c2fff1a_0,2022-01-03,['Inactive'],['unpublished']
c0e7865b876c4e1db79a03986be9dbe1_0,2022-01-03,['Inactive'],['unpublished']
0c48eec7bb5e47f3bdf5115d63e414ae_0,2022-01-03,['Inactive'],['unpublished']
24ef8097aabf47dc809705e14f349232_0,2022-01-03,['Inactive'],['unpublished']
fee82a460ac84a30ba06e7d4636bd501_0,2022-01-03,['Inactive'],['unpublished']
84735ceed1b44144a234744158c25df4_0,2022-01-03,['Inactive'],['unpublished']
4d499b5d1c664372a1c0c66a3752bb3a_0,2022-01-03,['Inactive'],['unpublished']
58398af100fb436f8cd69343d92c6b37_0,2022-01-03,['Inactive'],['unpublished']
fdace83cdc96477a9a2ee20faa815cc8_0,2022-01-03,['Inactive'],['unpublished']
d57414e3032a48b68a0fecd713980898_0,2022-01-03,['Inactive'],['unpublished']
a93edc010b864bb18a3cb39e6786ff26_0,2022-01-03,['Inactive'],['unpublished']
054d921838b74886be38caa888d0f83b_0,2022-01-03,['Inactive'],['unpublished']
96d01efdfd964ea6b6dbd5ddcc36ed52_0,2022-01-03,['Inactive'],['unpublished']
b2fb71b191a94703b1fa26ebd0259519_0,2022-01-03,['Inactive'],['unpublished']
bcbfa1408b4f4465bac2b45af58ec583_0,2022-01-03,['Inactive'],['unpublished']
0354ede7e3404adaa929ff9e08eda2b0_0,2022-01-03,['Inactive'],['unpublished']
6c3a54a2152d42ceb7970507f5917e19_0,2022-01-03,['Inactive'],['unpublished']
93580f1b527c4731bbbc057ff1f6b85a_0,2022-01-03,['Inactive'],['unpublished']
eae9c5c4f06e4f08bade139dee7059b8_0,2022-01-03,['Inactive'],['unpublished']
5265575f6598412893132e72068f4775_0,2022-01-03,['Inactive'],['unpublished']
7101f259c000494fbcabebce70cfe955_0,2022-01-03,['Inactive'],['unpublished']
93ea24bc9a854e2e9c54491921da5cd6_0,2022-01-03,['Inactive'],['unpublished']
fd34842a15424d718113c40e4eed31d4_0,2022-01-03,['Inactive'],['unpublished']
957f032f9c874327a1ad800abd887d17_0,2022-01-03,['Inactive'],['unpublished']
792f06164e5e4d7ab8479d7432586fdb_0,2022-01-03,['Inactive'],['unpublished']
bb824bf2f9474c7393a231561a444c8a_0,2022-01-03,['Inactive'],['unpublished']
15072408b9bb45e686e0e9bfd2a1ccc6_0,2022-01-03,['Inactive'],['unpublished']
3bc26b9f05a345ec906f1cc0c09060fc_2,2022-01-03,['Inactive'],['unpublished']
07dc25e56a22401088b259bd7f6fc9ce_0,2022-01-03,['Inactive'],['unpublished']
9db9655ccfc04b46bc178695a9b03342_0,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_11,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_16,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_1,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_14,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_2,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_3,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_4,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_8,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_12,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_15,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_23,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_0,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_6,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_18,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_20,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_7,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_17,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_10,2022-01-03,['Inactive'],['unpublished']
400247cb6d66493aa38f27e81a20afbc_36,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_9,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_21,2022-01-03,['Inactive'],['unpublished']
f2a75424907b4b25bef3e07de304eb06_22,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_6,2022-01-03,['Inactive'],['unpublished']
8ae24e56958a4a4780dc3589ddc6e0a7_1,2022-01-03,['Inactive'],['unpublished']
46c33c9d94ff4bbfa213b966204c1378_0,2022-01-03,['Inactive'],['unpublished']
1244b76d414c4649b0e0cf37c38d9cda_1,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_8,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_14,2022-01-03,['Inactive'],['unpublished']
8ae24e56958a4a4780dc3589ddc6e0a7_0,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_2,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_7,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_0,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_4,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_5,2022-01-03,['Inactive'],['unpublished']
8ae24e56958a4a4780dc3589ddc6e0a7_2,2022-01-03,['Inactive'],['unpublished']
ad64b0f8e6794f26a7dae3cc6f6f8f0f_0,2022-01-03,['Inactive'],['unpublished']
afe219c1bc97435da68dc96d6138bb40_2,2022-01-03,['Inactive'],['unpublished']
bec99e76b611480cb425e616b2cad404_6,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_3,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_11,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_9,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_10,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_12,2022-01-03,['Inactive'],['unpublished']
ffde2078b3244dbeba07769f77c3542c_0,2022-01-03,['Inactive'],['unpublished']
037c3d5dc4a749fbb3f8ed628646c254_1,2022-01-03,['Inactive'],['unpublished']
a562212cc37e430f9d021870e9540d7c_1,2022-01-03,['Inactive'],['unpublished']
718dba4f89e24130862129043e9a1b44_0,2022-01-03,['Inactive'],['unpublished']
2a167cdd00ca442b8b6f2fa513ee81e4_0,2022-01-03,['Inactive'],['unpublished']
6fed86513a004125a3333a7e6a34f49e_0,2022-01-03,['Inactive'],['unpublished']
1a7559aff4844505a1c78efc46368112_0,2022-01-03,['Inactive'],['unpublished']
432f35312f0849f697b263f3d753e5ed_0,2022-01-03,['Inactive'],['unpublished']
63c50b7aa84144348ae8ba7aaa511932_1,2022-01-03,['Inactive'],['unpublished']
0d79b978d71b4654bddb6ca0f4b7f830_0,2022-01-03,['Inactive'],['unpublished']
1b919b0ff5f44d05bcb374591206f757_0,2022-01-03,['Inactive'],['unpublished']
6cca4dd6c4f44e6d89d4b10c65ace3e0_0,2022-01-03,['Inactive'],['unpublished']
90780ba531ac42f9824c8bd1a00f219d_0,2022-01-03,['Inactive'],['unpublished']
362c9480f12e4587b6a502f9ceedccde_0,2022-01-03,['Inactive'],['unpublished']
f11d7d153bfb408f85bd029b2dac9298_0,2022-01-03,['Inactive'],['unpublished']
1b6e231f88814aceb30fb6ad3ff86014_0,2022-01-03,['Inactive'],['unpublished']
874798faedc74358bac9bbe1867af3c7_0,2022-01-03,['Inactive'],['unpublished']
335ccc7c0684453fad69d8a64bc89192_0,2022-01-03,['Inactive'],['unpublished']
0dfe37d2a68545a699b999804354dacf_0,2022-01-03,['Inactive'],['unpublished']
6ac5e325468c4cb9b905f1728d6fbf0f_0,2022-01-03,['Inactive'],['unpublished']
87376bdb0cb3490cbda39935626f6604_0,2022-01-03,['Inactive'],['unpublished']
